Adelaide & 7548 & 404256 & 75480 & 754800 & 1.060 & 10 & 4509.749 & 4695.432 & 185.683 & 768.427 & 0.164 & 2647.601 & 2457.954 & 189.647 & 1115.241 & 0.454 & 411.42508304s & 153.931256ms & 153.931 & 2672.783 \\
Belfast & 1917 & 122693 & 19170 & 191700 & 0.993 & 10 & 3319.852 & 3415.068 & 95.216 & 505.796 & 0.148 & 5935.627 & 6663.904 & 728.277 & 2778.194 & 0.417 & 55.065536741s & 433.179452ms & 433.180 & 127.119 \\
Berlin & 4601 & 1048185 & 46010 & 460100 & 1.036 & 10 & 2925.373 & 2861.560 & 63.813 & 421.986 & 0.147 & 2267.659 & 1723.870 & 543.789 & 1054.673 & 0.612 & 500.395618663s & 103.808715ms & 103.809 & 4820.357 \\
Bordeaux & 3435 & 236595 & 34350 & 343500 & 1.022 & 10 & 3593.320 & 3673.718 & 80.398 & 673.111 & 0.183 & 2342.405 & 2122.448 & 219.957 & 787.689 & 0.371 & 112.670089552s & 143.372721ms & 143.373 & 785.854 \\
Brisbane & 9645 & 392805 & 96450 & 964500 & 1.071 & 10 & 4895.054 & 4828.544 & 66.510 & 884.422 & 0.183 & 3242.002 & 3242.686 & 0.684 & 1357.396 & 0.419 & 555.139559484s & 260.470028ms & 260.470 & 2131.297 \\
Canberra & 2764 & 124305 & 27640 & 276400 & 1.011 & 10 & 3154.094 & 3132.268 & 21.826 & 673.018 & 0.215 & 2518.062 & 2718.678 & 200.616 & 1572.581 & 0.578 & 45.91068075s & 158.313252ms & 158.313 & 289.999 \\
Detroit & 5683 & 214863 & 56830 & 568300 & 1.046 & 10 & 5731.740 & 5776.104 & 44.364 & 959.866 & 0.166 & 4311.664 & 4220.204 & 91.460 & 1828.301 & 0.433 & 185.820963832s & 249.968297ms & 249.968 & 743.378 \\
Dublin & 4571 & 407111 & 45710 & 457100 & 1.036 & 10 & 3178.734 & 3205.946 & 27.212 & 789.389 & 0.246 & 2143.318 & 2079.844 & 63.474 & 1287.060 & 0.619 & 209.163029157s & 124.818069ms & 124.818 & 1675.741 \\
Grenoble & 1547 & 114492 & 15470 & 154700 & 0.982 & 10 & 2377.902 & 2248.314 & 129.588 & 820.544 & 0.365 & 3241.497 & 3228.614 & 12.883 & 2157.472 & 0.668 & 25.387660011s & 199.012741ms & 199.013 & 127.568 \\
Helsinki & 6986 & 686417 & 69860 & 698600 & 1.056 & 10 & 3372.619 & 3520.530 & 147.911 & 585.879 & 0.166 & 2937.547 & 2880.620 & 56.927 & 1336.479 & 0.464 & 516.656875975s & 108.810068ms & 108.810 & 4748.241 \\
Kuopio & 549 & 32122 & 5490 & 54900 & 0.928 & 10 & 1561.357 & 1530.438 & 30.919 & 340.517 & 0.222 & 1627.485 & 1572.452 & 55.033 & 807.892 & 0.514 & 2.286963139s & 49.98796ms & 49.988 & 45.750 \\
Lisbon & 7073 & 526169 & 70730 & 707300 & 1.057 & 10 & 1075.165 & 1036.048 & 39.117 & 695.295 & 0.671 & 1640.455 & 1678.004 & 37.549 & 1362.934 & 0.812 & 283.39247112s & 55.572601ms & 55.573 & 5099.492 \\
Luxembourg & 1367 & 186752 & 13670 & 136700 & 0.976 & 10 & 2401.183 & 2455.320 & 54.137 & 353.775 & 0.144 & 1693.977 & 1619.488 & 74.489 & 611.484 & 0.378 & 13.832046348s & 51.143976ms & 51.144 & 270.453 \\
Melbourne & 19493 & 1098227 & 194930 & 1949300 & 1.104 & 10 & 8569.033 & 8743.686 & 174.653 & 1960.724 & 0.224 & 3831.942 & 3733.284 & 98.658 & 1228.536 & 0.329 & 2478.256683571s & 184.592364ms & 184.592 & 13425.558 \\
Nantes & 2353 & 196376 & 23530 & 235300 & 1.003 & 10 & 3177.761 & 3178.002 & 0.241 & 674.520 & 0.212 & 3680.255 & 4066.540 & 386.285 & 1867.369 & 0.459 & 54.522875325s & 137.684458ms & 137.684 & 395.999 \\
Palermo & 2176 & 226215 & 21760 & 217600 & 0.999 & 10 & 2728.444 & 2763.628 & 35.184 & 389.650 & 0.141 & 1550.607 & 1569.782 & 19.175 & 490.243 & 0.312 & 26.406809014s & 54.075989ms & 54.076 & 488.327 \\
Paris & 11950 & 1823872 & 11950 & 1195000 & 0.969 & 10 & 4293.460 & 3898.794 & 394.666 & 1146.966 & 0.294 & 1520.934 & 1526.656 & 5.722 & 812.281 & 0.532 & 243.663130384s & 88.585ms & 88.585 & 2750.600 \\
Prague & 5147 & 670421 & 51470 & 514700 & 1.042 & 10 & 3713.296 & 3441.542 & 271.754 & 855.978 & 0.249 & 4261.713 & 4152.656 & 109.057 & 2304.786 & 0.555 & 336.566706632s & 146.142434ms & 146.142 & 2303.003 \\
Rennes & 1407 & 109075 & 14070 & 140700 & 0.977 & 10 & 2866.403 & 2826.718 & 39.685 & 561.130 & 0.199 & 1887.561 & 1704.104 & 183.457 & 745.928 & 0.438 & 11.922414234s & 56.481911ms & 56.482 & 211.083 \\
Rome & 7869 & 1051211 & 78690 & 786900 & 1.062 & 10 & 3903.972 & 3842.768 & 61.204 & 639.706 & 0.166 & 2240.449 & 2360.790 & 120.341 & 1661.260 & 0.704 & 1234.490079333s & 98.848823ms & 98.849 & 12488.656 \\
Sydney & 24063 & 1265135 & 240630 & 2406300 & 1.113 & 10 & 6041.169 & 5833.420 & 207.749 & 1427.216 & 0.245 & 4381.857 & 4185.002 & 196.855 & 2225.848 & 0.532 & 2986.62887523s & 171.648678ms & 171.649 & 17399.653 \\
Toulouse & 3329 & 224354 & 33290 & 332900 & 1.020 & 10 & 4660.700 & 4651.616 & 9.084 & 798.720 & 0.172 & 3829.167 & 3784.024 & 45.143 & 1430.329 & 0.378 & 78.3426398s & 145.847193ms & 145.847 & 537.155 \\
Turku & 1850 & 133512 & 18500 & 185000 & 0.991 & 10 & 1982.008 & 2004.938 & 22.930 & 367.174 & 0.183 & 1977.662 & 1755.096 & 222.566 & 1163.039 & 0.663 & 16.749223002s & 58.407871ms & 58.408 & 286.763 \\
Venice & 1874 & 118519 & 18740 & 187400 & 0.992 & 10 & 1897.744 & 1822.516 & 75.228 & 476.019 & 0.261 & 3334.041 & 3262.876 & 71.165 & 1684.162 & 0.516 & 24.194755084s & 102.566563ms & 102.567 & 235.893 \\
Winnipeg & 5079 & 333882 & 50790 & 507900 & 1.041 & 10 & 3171.248 & 3224.528 & 53.280 & 411.857 & 0.128 & 2186.970 & 2526.724 & 339.754 & 1394.488 & 0.552 & 93.412544629s & 85.901589ms & 85.902 & 1087.436 \\
