
Nantes & 2353 & 196376 & 23530 & 235300 & 3.173 & 1 & 0 & 4311.000 & 0 & 0.000 & 0.000 & 0 & 4508.000 & 0 & 0.000 & 0.000 & 0 & 1.795402ms & 1.795 & 0 \\
Nantes & 2353 & 196376 & 23530 & 235300 & 3.173 & 1 & 0 & 0.000 & 0 & 0.000 & NaN & 0 & 0.000 & 0 & 0.000 & NaN & 0 & 1.176604ms & 1.177 & 0 \\
Nantes & 2353 & 196376 & 23530 & 235300 & 3.173 & 1 & 0 & 0.000 & 0 & 0.000 & NaN & 0 & 0.000 & 0 & 0.000 & NaN & 0 & 787.889µs & 0.788 & 0 \\
Nantes & 2353 & 196376 & 23530 & 235300 & 3.173 & 1 & 0 & 2874.000 & 0 & 0.000 & 0.000 & 0 & 1745.000 & 0 & 0.000 & 0.000 & 0 & 1.120271ms & 1.120 & 0 \\
Nantes & 2353 & 196376 & 23530 & 235300 & 3.173 & 1 & 0 & 6471.000 & 0 & 0.000 & 0.000 & 0 & 6430.000 & 0 & 0.000 & 0.000 & 0 & 1.476445ms & 1.476 & 0 \\
Nantes & 2353 & 196376 & 23530 & 235300 & 3.173 & 1 & 0 & 5752.000 & 0 & 0.000 & 0.000 & 0 & 5948.000 & 0 & 0.000 & 0.000 & 0 & 1.498329ms & 1.498 & 0 \\
Nantes & 2353 & 196376 & 23530 & 235300 & 3.173 & 1 & 0 & 4011.000 & 0 & 0.000 & 0.000 & 0 & 27849.000 & 0 & 0.000 & 0.000 & 0 & 2.937133ms & 2.937 & 0 \\
Nantes & 2353 & 196376 & 23530 & 235300 & 3.173 & 1 & 0 & 0.000 & 0 & 0.000 & NaN & 0 & 0.000 & 0 & 0.000 & NaN & 0 & 889.474µs & 0.890 & 0 \\
Nantes & 2353 & 196376 & 23530 & 235300 & 3.173 & 1 & 0 & 3415.000 & 0 & 0.000 & 0.000 & 0 & 2106.000 & 0 & 0.000 & 0.000 & 0 & 1.273674ms & 1.274 & 0 \\
Nantes & 2353 & 196376 & 23530 & 235300 & 3.173 & 1 & 0 & 2815.000 & 0 & 0.000 & 0.000 & 0 & 2045.000 & 0 & 0.000 & 0.000 & 0 & 1.198229ms & 1.198 & 0 \\
Nantes & 2353 & 196376 & 23530 & 235300 & 3.173 & 1 & 0 & 1557.000 & 0 & 0.000 & 0.000 & 0 & 1262.000 & 0 & 0.000 & 0.000 & 0 & 1.028759ms & 1.029 & 0 \\
Nantes & 2353 & 196376 & 23530 & 235300 & 3.173 & 1 & 0 & 0.000 & 0 & 0.000 & NaN & 0 & 0.000 & 0 & 0.000 & NaN & 0 & 798.143µs & 0.798 & 0 \\
Nantes & 2353 & 196376 & 23530 & 235300 & 3.173 & 1 & 0 & 5329.000 & 0 & 0.000 & 0.000 & 0 & 5111.000 & 0 & 0.000 & 0.000 & 0 & 1.423318ms & 1.423 & 0 \\
