Adelaide & 7548 & 404256 & 75480 & 754800 & 0.335 & 100 & 4509.749 & 4523.729 & 13.980 & 259.807 & 0.057 & 2647.601 & 2684.284 & 36.683 & 412.679 & 0.154 & 418.79327403s & 2.228090022s & 2228.090 & 187.961 \\
Belfast & 1917 & 122693 & 19170 & 191700 & 0.314 & 100 & 3319.852 & 3306.023 & 13.829 & 176.148 & 0.053 & 5935.627 & 5993.350 & 57.724 & 904.383 & 0.151 & 48.238088633s & 5.187213383s & 5187.213 & 9.299 \\
Berlin & 4601 & 1048185 & 46010 & 460100 & 0.328 & 100 & 2925.373 & 2895.884 & 29.490 & 151.326 & 0.052 & 2267.659 & 2223.568 & 44.091 & 749.659 & 0.337 & 564.075959959s & 2.182024111s & 2182.024 & 258.510 \\
Bordeaux & 3435 & 236595 & 34350 & 343500 & 0.323 & 100 & 3593.320 & 3627.384 & 34.064 & 192.758 & 0.053 & 2342.405 & 2330.518 & 11.887 & 348.639 & 0.150 & 100.391980453s & 2.169820847s & 2169.821 & 46.267 \\
Brisbane & 9645 & 392805 & 96450 & 964500 & 0.339 & 100 & 4895.054 & 4776.528 & 118.526 & 360.094 & 0.075 & 3242.002 & 3266.798 & 24.796 & 385.367 & 0.118 & 552.922920176s & 2.920018949s & 2920.019 & 189.356 \\
Canberra & 2764 & 124305 & 27640 & 276400 & 0.320 & 100 & 3154.094 & 3185.623 & 31.529 & 186.755 & 0.059 & 2518.062 & 2475.416 & 42.646 & 332.058 & 0.134 & 39.488252887s & 1.95187802s & 1951.878 & 20.231 \\
Detroit & 5683 & 214863 & 56830 & 568300 & 0.331 & 100 & 5731.740 & 5760.060 & 28.320 & 343.540 & 0.060 & 4311.664 & 4378.399 & 66.735 & 630.400 & 0.144 & 194.278240828s & 4.099510356s & 4099.510 & 47.391 \\
Dublin & 4571 & 407111 & 45710 & 457100 & 0.328 & 100 & 3178.734 & 3205.701 & 26.967 & 252.182 & 0.079 & 2143.318 & 2192.855 & 49.537 & 346.926 & 0.158 & 201.973501647s & 2.062669495s & 2062.670 & 97.918 \\
Grenoble & 1547 & 114492 & 15470 & 154700 & 0.311 & 100 & 2377.902 & 2345.992 & 31.910 & 244.714 & 0.104 & 3241.497 & 3180.761 & 60.736 & 599.387 & 0.188 & 25.267103695s & 2.193872409s & 2193.872 & 11.517 \\
Helsinki & 6986 & 686417 & 69860 & 698600 & 0.334 & 100 & 3372.619 & 3383.085 & 10.467 & 208.227 & 0.062 & 2937.547 & 2788.019 & 149.529 & 563.107 & 0.202 & 507.32076209s & 1.565909598s & 1565.910 & 323.978 \\
Kuopio & 549 & 32122 & 5490 & 54900 & 0.293 & 100 & 1561.357 & 1547.629 & 13.727 & 97.375 & 0.063 & 1627.485 & 1619.696 & 7.789 & 281.343 & 0.174 & 2.285867527s & 687.329812ms & 687.330 & 3.326 \\
Lisbon & 7073 & 526169 & 70730 & 707300 & 0.334 & 100 & 1075.165 & 1044.319 & 30.846 & 225.512 & 0.216 & 1640.455 & 1567.568 & 72.887 & 406.637 & 0.259 & 310.438962573s & 756.049311ms & 756.049 & 410.607 \\
Luxembourg & 1367 & 186752 & 13670 & 136700 & 0.309 & 100 & 2401.183 & 2409.678 & 8.494 & 126.678 & 0.053 & 1693.977 & 1735.095 & 41.118 & 296.445 & 0.171 & 14.048780788s & 832.854199ms & 832.854 & 16.868 \\
Melbourne & 19493 & 1098227 & 194930 & 1949300 & 0.349 & 100 & 8569.033 & 8376.569 & 192.464 & 537.824 & 0.064 & 3831.942 & 3730.223 & 101.719 & 375.211 & 0.101 & 2443.606909003s & 2.171812756s & 2171.813 & 1125.146 \\
Nantes & 2353 & 196376 & 23530 & 235300 & 0.317 & 100 & 3177.761 & 3184.343 & 6.581 & 233.181 & 0.073 & 3680.255 & 3736.410 & 56.155 & 611.008 & 0.164 & 70.979225145s & 1.989734696s & 1989.735 & 35.673 \\
Palermo & 2176 & 226215 & 21760 & 217600 & 0.316 & 100 & 2728.444 & 2707.972 & 20.472 & 120.718 & 0.045 & 1550.607 & 1529.262 & 21.345 & 127.747 & 0.084 & 29.860823929s & 1.305902422s & 1305.902 & 22.866 \\
Paris & 11950 & 1823872 & 11950 & 1195000 & 0.306 & 100 & 4293.460 & 4277.450 & 16.010 & 356.578 & 0.083 & 1520.934 & 1478.311 & 42.623 & 197.149 & 0.133 & 208.021511709s & 807.910977ms & 807.911 & 257.481 \\
Prague & 5147 & 670421 & 51470 & 514700 & 0.329 & 100 & 3713.296 & 3649.417 & 63.879 & 292.013 & 0.080 & 4261.713 & 4188.264 & 73.449 & 789.416 & 0.188 & 334.117871621s & 3.478631687s & 3478.632 & 96.049 \\
Rennes & 1407 & 109075 & 14070 & 140700 & 0.309 & 100 & 2866.403 & 2870.864 & 4.461 & 190.461 & 0.066 & 1887.561 & 1911.948 & 24.387 & 268.819 & 0.141 & 11.57223593s & 830.857577ms & 830.858 & 13.928 \\
Rome & 7869 & 1051211 & 78690 & 786900 & 0.336 & 100 & 3903.972 & 3923.240 & 19.268 & 203.657 & 0.052 & 2240.449 & 2240.062 & 0.387 & 501.234 & 0.224 & 1094.533282768s & 1.444975679s & 1444.976 & 757.475 \\
Sydney & 24063 & 1265135 & 240630 & 2406300 & 0.352 & 100 & 6041.169 & 6025.598 & 15.571 & 462.176 & 0.077 & 4381.857 & 4417.730 & 35.873 & 690.871 & 0.156 & 2719.413576875s & 2.619918638s & 2619.919 & 1037.976 \\
Toulouse & 3329 & 224354 & 33290 & 332900 & 0.323 & 100 & 4660.700 & 4632.043 & 28.657 & 239.793 & 0.052 & 3829.167 & 3819.357 & 9.811 & 520.232 & 0.136 & 66.01366118s & 1.935356501s & 1935.357 & 34.109 \\
Turku & 1850 & 133512 & 18500 & 185000 & 0.313 & 100 & 1982.008 & 1960.058 & 21.950 & 132.039 & 0.067 & 1977.662 & 1937.980 & 39.682 & 350.862 & 0.181 & 16.442822757s & 764.517106ms & 764.517 & 21.507 \\
Venice & 1874 & 118519 & 18740 & 187400 & 0.314 & 100 & 1897.744 & 1892.523 & 5.220 & 140.293 & 0.074 & 3334.041 & 3232.938 & 101.103 & 479.276 & 0.148 & 23.593054076s & 1.56041039s & 1560.410 & 15.120 \\
Winnipeg & 5079 & 333882 & 50790 & 507900 & 0.329 & 100 & 3171.248 & 3130.194 & 41.053 & 134.366 & 0.043 & 2186.970 & 2051.922 & 135.048 & 383.188 & 0.187 & 98.235266778s & 907.297019ms & 907.297 & 108.272 \\
