Adelaide & 7548 & 404256 & 75480 & 754800 & 0.09996272881711708 & 4509.749 & 4509.420 & 0.329 & 81.219 & 0.018 & 2647.601 & 2647.535 & 0.066 & 125.681 & 0.047 & 276.264575357s & 25907.049840108s & 25907049.840 & 0.011 \\
Belfast & 1917 & 122693 & 19170 & 191700 & 0.09366548069623443 & 3319.852 & 3319.763 & 0.089 & 51.845 & 0.016 & 5935.627 & 5935.016 & 0.611 & 261.205 & 0.044 & 21.261287966s & 33186.945093255s & 33186945.093 & 0.001 \\
Berlin & 4601 & 1048185 & 46010 & 460100 & 0.09773508952889944 & 2925.373 & 2925.366 & 0.007 & 40.025 & 0.014 & 2267.659 & 2267.938 & 0.279 & 177.060 & 0.078 & 302.787580278s & 19497.946143366s & 19497946.143 & 0.016 \\
Bordeaux & 3435 & 236595 & 34350 & 343500 & 0.09639570958860766 & 3593.320 & 3593.755 & 0.435 & 68.813 & 0.019 & 2342.405 & 2342.605 & 0.200 & 109.681 & 0.047 & 47.634343392s & 20238.815814172s & 20238815.814 & 0.002 \\
Brisbane & 9645 & 392805 & 96450 & 964500 & 0.10104780244666679 & 4895.054 & 4895.338 & 0.285 & 101.677 & 0.021 & 3242.002 & 3243.035 & 1.032 & 119.617 & 0.037 & 249.752234969s & 27381.789958506s & 27381789.959 & 0.009 \\
Canberra & 2764 & 124305 & 27640 & 276400 & 0.09538748135651133 & 3154.094 & 3153.815 & 0.279 & 62.828 & 0.020 & 2518.062 & 2518.068 & 0.007 & 132.023 & 0.052 & 20.800330322s & 15264.60025481s & 15264600.255 & 0.001 \\
Detroit & 5683 & 214863 & 56830 & 568300 & 0.0986917071258735 & 5731.740 & 5731.784 & 0.044 & 87.928 & 0.015 & 4311.664 & 4313.733 & 2.068 & 184.927 & 0.043 & 84.082298133s & 34185.064663218s & 34185064.663 & 0.002 \\
Dublin & 4571 & 407111 & 45710 & 457100 & 0.0977053106668018 & 3178.734 & 3178.486 & 0.249 & 70.569 & 0.022 & 2143.318 & 2143.211 & 0.107 & 118.976 & 0.056 & 95.263200558s & 14830.790061371s & 14830790.061 & 0.006 \\
Grenoble & 1547 & 114492 & 15470 & 154700 & 0.09264143723438936 & 2377.902 & 2377.567 & 0.335 & 82.907 & 0.035 & 3241.497 & 3241.507 & 0.009 & 194.130 & 0.060 & 12.863796547s & 16641.33252457s & 16641332.525 & 0.001 \\
Helsinki & 6986 & 686417 & 69860 & 698600 & 0.09961781289623102 & 3372.619 & 3372.685 & 0.067 & 58.337 & 0.017 & 2937.547 & 2937.919 & 0.371 & 157.923 & 0.054 & 303.708592174s & 22729.531991758s & 22729531.992 & 0.013 \\
Kuopio & 549 & 32122 & 5490 & 54900 & 0.08752571322495457 & 1561.357 & 1561.210 & 0.147 & 34.092 & 0.022 & 1627.485 & 1627.267 & 0.217 & 85.403 & 0.052 & 1.387893074s & 6739.083516877s & 6739083.517 & 0.000 \\
Lisbon & 7073 & 526169 & 70730 & 707300 & 0.09967306472155642 & 1075.165 & 1075.571 & 0.406 & 69.779 & 0.065 & 1640.455 & 1641.807 & 1.352 & 143.114 & 0.087 & 203.833543021s & 10681.071187735s & 10681071.188 & 0.019 \\
Luxembourg & 1367 & 186752 & 13670 & 136700 & 0.09204555062266086 & 2401.183 & 2401.349 & 0.166 & 32.150 & 0.013 & 1693.977 & 1694.238 & 0.261 & 80.434 & 0.047 & 10.96557252s & 11013.574988502s & 11013574.989 & 0.001 \\
