Adelaide & 7548 & 404256 & 75480 & 754800 & 0.09996272881711708 & 4509.749 & 4507.306 & 2.443 & 80.794 & 0.018 & 2647.601 & 2644.166 & 3.435 & 125.487 & 0.047 & 320.562561454s & 535.881186517s & 535881.187 & 0.598 \\
Belfast & 1917 & 122693 & 19170 & 191700 & 0.09366548069623443 & 3319.852 & 3321.313 & 1.461 & 52.673 & 0.016 & 5935.627 & 5933.912 & 1.715 & 261.315 & 0.044 & 37.877740916s & 1069.77555695s & 1069775.557 & 0.035 \\
Berlin & 4601 & 1048185 & 46010 & 460100 & 0.09773508952889944 & 2925.373 & 2924.677 & 0.697 & 40.315 & 0.014 & 2267.659 & 2271.380 & 3.721 & 176.720 & 0.078 & 361.010745412s & 465.443105176s & 465443.105 & 0.776 \\
Bordeaux & 3435 & 236595 & 34350 & 343500 & 0.09639570958860766 & 3593.320 & 3587.845 & 5.475 & 69.908 & 0.019 & 2342.405 & 2337.034 & 5.372 & 110.696 & 0.047 & 60.87042059s & 471.428694756s & 471428.695 & 0.129 \\
Brisbane & 9645 & 392805 & 96450 & 964500 & 0.10104780244666679 & 4895.054 & 4894.598 & 0.456 & 102.569 & 0.021 & 3242.002 & 3242.619 & 0.617 & 121.486 & 0.037 & 317.097987731s & 626.800928708s & 626800.929 & 0.506 \\
Canberra & 2764 & 124305 & 27640 & 276400 & 0.09538748135651133 & 3154.094 & 3152.678 & 1.416 & 62.197 & 0.020 & 2518.062 & 2524.535 & 6.474 & 135.891 & 0.054 & 29.402928231s & 406.148220871s & 406148.221 & 0.072 \\
Detroit & 5683 & 214863 & 56830 & 568300 & 0.0986917071258735 & 5731.740 & 5732.975 & 1.235 & 91.995 & 0.016 & 4311.664 & 4308.621 & 3.043 & 186.026 & 0.043 & 115.134715599s & 905.000505144s & 905000.505 & 0.127 \\
Dublin & 4571 & 407111 & 45710 & 457100 & 0.0977053106668018 & 3178.734 & 3178.634 & 0.100 & 70.876 & 0.022 & 2143.318 & 2140.692 & 2.626 & 119.359 & 0.056 & 128.759264133s & 389.49607034s & 389496.070 & 0.331 \\
Grenoble & 1547 & 114492 & 15470 & 154700 & 0.09264143723438936 & 2377.902 & 2379.376 & 1.474 & 83.029 & 0.035 & 3241.497 & 3241.392 & 0.105 & 191.222 & 0.059 & 18.916891085s & 507.257039518s & 507257.040 & 0.037 \\
Helsinki & 6986 & 686417 & 69860 & 698600 & 0.09961781289623102 & 3372.619 & 3371.332 & 1.287 & 57.690 & 0.017 & 2937.547 & 2932.708 & 4.840 & 156.770 & 0.053 & 386.289732049s & 592.349304661s & 592349.305 & 0.652 \\
Kuopio & 549 & 32122 & 5490 & 54900 & 0.08752571322495457 & 1561.357 & 1562.431 & 1.074 & 33.512 & 0.021 & 1627.485 & 1627.652 & 0.167 & 86.022 & 0.053 & 2.137078351s & 234.334702411s & 234334.702 & 0.009 \\
Lisbon & 7073 & 526169 & 70730 & 707300 & 0.09967306472155642 & 1075.165 & 1079.040 & 3.875 & 70.695 & 0.066 & 1640.455 & 1642.077 & 1.622 & 143.720 & 0.088 & 271.961985563s & 272.922441503s & 272922.442 & 0.996 \\
Luxembourg & 1367 & 186752 & 13670 & 136700 & 0.09204555062266086 & 2401.183 & 2402.003 & 0.819 & 32.559 & 0.014 & 1693.977 & 1695.853 & 1.877 & 79.545 & 0.047 & 13.195051417s & 284.064639292s & 284064.639 & 0.046 \\
