Adelaide & 7548 & 404256 & 75480 & 754800 & 0.150 & 500 & 4509.749 & 4498.742 & 11.007 & 125.330 & 0.028 & 2647.601 & 2661.247 & 13.646 & 194.309 & 0.073 & 410.534414661s & 18.931147546s & 18931.148 & 21.686 \\
Belfast & 1917 & 122693 & 19170 & 191700 & 0.140 & 500 & 3319.852 & 3294.803 & 25.049 & 93.581 & 0.028 & 5935.627 & 5877.554 & 58.073 & 407.981 & 0.069 & 50.162577321s & 31.246944654s & 31246.945 & 1.605 \\
Berlin & 4601 & 1048185 & 46010 & 460100 & 0.147 & 500 & 2925.373 & 2936.738 & 11.365 & 63.429 & 0.022 & 2267.659 & 2236.405 & 31.254 & 242.203 & 0.108 & 565.565917176s & 15.806791707s & 15806.792 & 35.780 \\
Bordeaux & 3435 & 236595 & 34350 & 343500 & 0.145 & 500 & 3593.320 & 3574.333 & 18.987 & 91.447 & 0.026 & 2342.405 & 2377.632 & 35.227 & 186.037 & 0.078 & 107.882449692s & 17.494525433s & 17494.525 & 6.167 \\
Brisbane & 9645 & 392805 & 96450 & 964500 & 0.152 & 500 & 4895.054 & 4906.481 & 11.428 & 146.689 & 0.030 & 3242.002 & 3260.593 & 18.590 & 205.983 & 0.063 & 548.794862237s & 22.737633508s & 22737.634 & 24.136 \\
Canberra & 2764 & 124305 & 27640 & 276400 & 0.143 & 500 & 3154.094 & 3179.540 & 25.446 & 93.185 & 0.029 & 2518.062 & 2542.013 & 23.952 & 202.305 & 0.080 & 38.254428426s & 14.083390957s & 14083.391 & 2.716 \\
Detroit & 5683 & 214863 & 56830 & 568300 & 0.148 & 500 & 5731.740 & 5733.260 & 1.520 & 150.993 & 0.026 & 4311.664 & 4270.286 & 41.379 & 314.640 & 0.074 & 181.300516958s & 27.54106372s & 27541.064 & 6.583 \\
Dublin & 4571 & 407111 & 45710 & 457100 & 0.146 & 500 & 3178.734 & 3201.783 & 23.049 & 109.417 & 0.034 & 2143.318 & 2139.510 & 3.808 & 185.083 & 0.087 & 196.148875723s & 14.617069846s & 14617.070 & 13.419 \\
Grenoble & 1547 & 114492 & 15470 & 154700 & 0.139 & 500 & 2377.902 & 2382.465 & 4.563 & 116.706 & 0.049 & 3241.497 & 3207.781 & 33.716 & 287.463 & 0.090 & 33.313261753s & 16.131942489s & 16131.943 & 2.065 \\
Helsinki & 6986 & 686417 & 69860 & 698600 & 0.149 & 500 & 3372.619 & 3358.290 & 14.328 & 87.311 & 0.026 & 2937.547 & 2937.708 & 0.161 & 261.994 & 0.089 & 480.104832239s & 12.324296044s & 12324.296 & 38.956 \\
