Adelaide & 7548 & 404256 & 75480 & 754800 & 1 & 4515.501 & 4513.503 & 1.998 & 120.896 & 0.027 & 3760.262 & 3752.390 & 7.873 & 200.027 & 0.053 & 116.898098064s & 778.280962659s & 778280.963 & 0.150 \\
Belfast & 1917 & 122693 & 19170 & 191700 & 1 & 3326.975 & 3327.413 & 0.438 & 75.178 & 0.023 & 7395.712 & 7384.584 & 11.128 & 409.682 & 0.055 & 8.300887761s & 218.028748863s & 218028.749 & 0.038 \\
Berlin & 4601 & 1048185 & 46010 & 460100 & 1 & 2931.479 & 2931.272 & 0.207 & 57.381 & 0.020 & 3617.039 & 3627.628 & 10.589 & 279.446 & 0.077 & 289.220720433s & 3097.139063206s & 3097139.063 & 0.093 \\
Bordeaux & 3435 & 236595 & 34350 & 343500 & 1 & 3597.435 & 3595.536 & 1.900 & 103.575 & 0.029 & 3095.394 & 3097.775 & 2.381 & 171.175 & 0.055 & 31.492760078s & 459.933680267s & 459933.680 & 0.068 \\
Brisbane & 9645 & 392805 & 96450 & 964500 & 1 & 4901.430 & 4895.562 & 5.867 & 159.256 & 0.033 & 4611.465 & 4603.021 & 8.444 & 196.200 & 0.043 & 153.700442803s & 797.716502735s & 797716.503 & 0.193 \\
Canberra & 2764 & 124305 & 27640 & 276400 & 1 & 3158.472 & 3161.479 & 3.007 & 97.087 & 0.031 & 3422.379 & 3423.922 & 1.542 & 214.739 & 0.063 & 11.44301588s & 208.569641649s & 208569.642 & 0.055 \\
Detroit & 5683 & 214863 & 56830 & 568300 & 1 & 5736.205 & 5731.534 & 4.670 & 138.053 & 0.024 & 5092.390 & 5090.717 & 1.673 & 286.792 & 0.056 & 42.749809372s & 379.212915252s & 379212.915 & 0.113 \\
Dublin & 4571 & 407111 & 45710 & 457100 & 1 & 3184.078 & 3185.018 & 0.941 & 110.386 & 0.035 & 3312.332 & 3324.760 & 12.428 & 207.377 & 0.062 & 71.030219158s & 778.17908559s & 778179.086 & 0.091 \\
Grenoble & 1547 & 114492 & 15470 & 154700 & 1 & 2382.276 & 2381.164 & 1.112 & 119.339 & 0.050 & 3902.312 & 3906.339 & 4.027 & 297.512 & 0.076 & 7.303025885s & 236.251471676s & 236251.472 & 0.031 \\
Helsinki & 6986 & 686417 & 69860 & 698600 & 1 & 3379.817 & 3382.516 & 2.699 & 87.380 & 0.026 & 4465.865 & 4458.864 & 7.001 & 242.189 & 0.054 & 245.739438541s & 1754.095663158s & 1754095.663 & 0.140 \\
Kuopio & 549 & 32122 & 5490 & 54900 & 1 & 1564.863 & 1562.946 & 1.918 & 50.080 & 0.032 & 2437.454 & 2430.561 & 6.893 & 138.820 & 0.057 & 546.746229ms & 50.147003525s & 50147.004 & 0.011 \\
Lisbon & 7073 & 526169 & 70730 & 707300 & 1 & 1076.776 & 1080.130 & 3.354 & 103.057 & 0.095 & 1906.314 & 1916.524 & 10.210 & 223.161 & 0.116 & 164.156304738s & 1160.572110809s & 1160572.111 & 0.141 \\
Luxembourg & 1367 & 186752 & 13670 & 136700 & 1 & 2405.423 & 2407.276 & 1.853 & 47.422 & 0.020 & 2720.965 & 2730.154 & 9.189 & 128.697 & 0.047 & 7.537321073s & 276.150944869s & 276150.945 & 0.027 \\
Melbourne & 19493 & 1098227 & 194930 & 1949300 & 1 & 8578.147 & 8569.476 & 8.671 & 259.816 & 0.030 & 5636.163 & 5634.647 & 1.516 & 224.451 & 0.040 & 1459.069958154s & 3764.214372698s & 3764214.373 & 0.388 \\
Nantes & 2353 & 196376 & 23530 & 235300 & 1 & 3183.545 & 3185.252 & 1.707 & 107.599 & 0.034 & 4778.403 & 4777.890 & 0.513 & 289.202 & 0.061 & 18.352796018s & 390.190395972s & 390190.396 & 0.047 \\
Palermo & 2176 & 226215 & 21760 & 217600 & 1 & 2733.915 & 2732.060 & 1.855 & 55.590 & 0.020 & 2623.762 & 2626.044 & 2.282 & 69.884 & 0.027 & 15.676084579s & 361.448888883s & 361448.889 & 0.043 \\
Paris & 11950 & 1823872 & 11950 & 1195000 & 1 & 4299.810 & 4308.132 & 8.322 & 173.761 & 0.040 & 2881.775 & 2891.910 & 10.135 & 146.606 & 0.051 & 160.544415125s & 6698.194434184s & 6698194.434 & 0.024 \\
Prague & 5147 & 670421 & 51470 & 514700 & 1 & 3721.053 & 3726.858 & 5.804 & 144.899 & 0.039 & 6065.134 & 6081.654 & 16.520 & 419.093 & 0.069 & 172.148551638s & 1674.554355563s & 1674554.356 & 0.103 \\
Rennes & 1407 & 109075 & 14070 & 140700 & 1 & 2870.332 & 2871.449 & 1.117 & 80.428 & 0.028 & 2785.484 & 2797.522 & 12.038 & 152.823 & 0.055 & 5.04218544s & 179.726513517s & 179726.514 & 0.028 \\
Rome & 7869 & 1051211 & 78690 & 786900 & 1 & 3910.759 & 3905.444 & 5.315 & 99.409 & 0.025 & 3452.147 & 3458.538 & 6.391 & 226.737 & 0.066 & 509.173520969s & 3217.519936703s & 3217519.937 & 0.158 \\
Sydney & 24063 & 1265135 & 240630 & 2406300 & 1 & 6049.954 & 6037.438 & 12.516 & 199.229 & 0.033 & 6300.051 & 6283.321 & 16.730 & 314.827 & 0.050 & 2165.312839034s & 4515.969742929s & 4515969.743 & 0.479 \\
