Adelaide & 7548 & 404256 & 75480 & 754800 & 0.09996272881711708 & 4509.749 & 4510.426 & 0.677 & 82.365 & 0.018 & 2647.601 & 2649.993 & 2.392 & 126.149 & 0.048 & 315.885706543s & 5517.426270485s & 5517426.271 & 0.057 \\
Belfast & 1917 & 122693 & 19170 & 191700 & 0.09366548069623443 & 3319.852 & 3319.532 & 0.321 & 51.619 & 0.016 & 5935.627 & 5934.300 & 1.326 & 259.897 & 0.044 & 34.34520029s & 8525.592003451s & 8525592.004 & 0.004 \\
Berlin & 4601 & 1048185 & 46010 & 460100 & 0.09773508952889944 & 2925.373 & 2924.943 & 0.430 & 40.047 & 0.014 & 2267.659 & 2264.457 & 3.202 & 175.201 & 0.077 & 336.67365244s & 3945.114229045s & 3945114.229 & 0.085 \\
Bordeaux & 3435 & 236595 & 34350 & 343500 & 0.09639570958860766 & 3593.320 & 3592.044 & 1.276 & 69.116 & 0.019 & 2342.405 & 2342.249 & 0.157 & 110.229 & 0.047 & 51.875444896s & 4206.3520084s & 4206352.008 & 0.012 \\
Brisbane & 9645 & 392805 & 96450 & 964500 & 0.10104780244666679 & 4895.054 & 4896.293 & 1.240 & 101.667 & 0.021 & 3242.002 & 3244.584 & 2.582 & 119.108 & 0.037 & 253.53099082s & 5500.356660996s & 5500356.661 & 0.046 \\
Canberra & 2764 & 124305 & 27640 & 276400 & 0.09538748135651133 & 3154.094 & 3153.846 & 0.248 & 63.068 & 0.020 & 2518.062 & 2517.902 & 0.160 & 134.029 & 0.053 & 26.245662347s & 3368.415268961s & 3368415.269 & 0.008 \\
Detroit & 5683 & 214863 & 56830 & 568300 & 0.0986917071258735 & 5731.740 & 5732.509 & 0.769 & 88.156 & 0.015 & 4311.664 & 4308.941 & 2.723 & 183.951 & 0.043 & 107.252695753s & 6979.345289803s & 6979345.290 & 0.015 \\
Dublin & 4571 & 407111 & 45710 & 457100 & 0.0977053106668018 & 3178.734 & 3178.630 & 0.104 & 70.759 & 0.022 & 2143.318 & 2144.173 & 0.855 & 118.994 & 0.055 & 107.387276963s & 3252.532651487s & 3252532.652 & 0.033 \\
Grenoble & 1547 & 114492 & 15470 & 154700 & 0.09264143723438936 & 2377.902 & 2378.770 & 0.868 & 82.571 & 0.035 & 3241.497 & 3244.787 & 3.289 & 190.313 & 0.059 & 14.989421278s & 3599.061027874s & 3599061.028 & 0.004 \\
Helsinki & 6986 & 686417 & 69860 & 698600 & 0.09961781289623102 & 3372.619 & 3371.824 & 0.795 & 58.516 & 0.017 & 2937.547 & 2937.193 & 0.355 & 157.623 & 0.054 & 317.640374175s & 5165.250322605s & 5165250.323 & 0.061 \\
Kuopio & 549 & 32122 & 5490 & 54900 & 0.08752571322495457 & 1561.357 & 1561.896 & 0.539 & 34.452 & 0.022 & 1627.485 & 1628.644 & 1.159 & 85.559 & 0.053 & 1.995350997s & 1734.99875816s & 1734998.758 & 0.001 \\
Lisbon & 7073 & 526169 & 70730 & 707300 & 0.09967306472155642 & 1075.165 & 1074.425 & 0.740 & 69.402 & 0.065 & 1640.455 & 1640.058 & 0.397 & 143.052 & 0.087 & 232.262646702s & 2339.026628601s & 2339026.629 & 0.099 \\
Luxembourg & 1367 & 186752 & 13670 & 136700 & 0.09204555062266086 & 2401.183 & 2401.072 & 0.112 & 32.296 & 0.013 & 1693.977 & 1693.780 & 0.196 & 80.615 & 0.048 & 12.127713996s & 2545.319437856s & 2545319.438 & 0.005 \\
Melbourne & 19493 & 1098227 & 194930 & 1949300 & 0.10409923662781986 & 8569.033 & 8570.764 & 1.730 & 168.078 & 0.020 & 3831.942 & 3833.969 & 2.027 & 126.981 & 0.033 & 1842.671324732s & 6480.740449186s & 6480740.449 & 0.284 \\
Nantes & 2353 & 196376 & 23530 & 235300 & 0.09463373617734754 & 3177.761 & 3176.625 & 1.136 & 69.861 & 0.022 & 3680.255 & 3678.305 & 1.950 & 173.747 & 0.047 & 37.245082257s & 5535.993702982s & 5535993.703 & 0.007 \\
Palermo & 2176 & 226215 & 21760 & 217600 & 0.09426541568979013 & 2728.444 & 2729.131 & 0.687 & 36.303 & 0.013 & 1550.607 & 1550.923 & 0.316 & 36.821 & 0.024 & 22.793716982s & 2573.390086901s & 2573390.087 & 0.009 \\
Paris & 11950 & 1823872 & 11950 & 1195000 & 0.09139335888057186 & 4293.460 & 4293.973 & 0.513 & 118.309 & 0.028 & 1520.934 & 1522.382 & 1.447 & 75.013 & 0.049 & 215.142068233s & 2338.471653855s & 2338471.654 & 0.092 \\
Prague & 5147 & 670421 & 51470 & 514700 & 0.09824416888261946 & 3713.296 & 3713.380 & 0.084 & 96.746 & 0.026 & 4261.713 & 4258.912 & 2.801 & 258.438 & 0.061 & 267.235612404s & 6371.167839164s & 6371167.839 & 0.042 \\
Rennes & 1407 & 109075 & 14070 & 140700 & 0.09218482976159778 & 2866.403 & 2867.771 & 1.368 & 56.000 & 0.020 & 1887.561 & 1889.277 & 1.716 & 91.913 & 0.049 & 10.136478914s & 2635.501705986s & 2635501.706 & 0.004 \\
Rome & 7869 & 1051211 & 78690 & 786900 & 0.10014789491273829 & 3903.972 & 3904.138 & 0.166 & 66.422 & 0.017 & 2240.449 & 2238.914 & 1.534 & 139.066 & 0.062 & 768.369944024s & 4092.703406503s & 4092703.407 & 0.188 \\
Sydney & 24063 & 1265135 & 240630 & 2406300 & 0.10499540645361773 & 6041.169 & 6042.028 & 0.859 & 138.030 & 0.023 & 4381.857 & 4384.298 & 2.441 & 189.752 & 0.043 & 2546.810070451s & 6561.186021472s & 6561186.022 & 0.388 \\
Toulouse & 3329 & 224354 & 33290 & 332900 & 0.09625095244049287 & 4660.700 & 4661.026 & 0.326 & 76.353 & 0.016 & 3829.167 & 3827.686 & 1.482 & 145.359 & 0.038 & 51.779709986s & 5515.295326166s & 5515295.326 & 0.009 \\
Turku & 1850 & 133512 & 18500 & 185000 & 0.09349636989863719 & 1982.008 & 1981.960 & 0.049 & 36.791 & 0.019 & 1977.662 & 1979.217 & 1.555 & 133.791 & 0.068 & 13.001937665s & 2524.046788975s & 2524046.789 & 0.005 \\
Venice & 1874 & 118519 & 18740 & 187400 & 0.09355767606511502 & 1897.744 & 1897.885 & 0.141 & 51.651 & 0.027 & 3334.041 & 3333.895 & 0.146 & 180.762 & 0.054 & 17.709320158s & 5593.453971829s & 5593453.972 & 0.003 \\
Winnipeg & 5079 & 333882 & 50790 & 507900 & 0.09818393101432848 & 3171.248 & 3171.567 & 0.319 & 39.679 & 0.013 & 2186.970 & 2188.123 & 1.153 & 114.174 & 0.052 & 92.941622966s & 4372.415918949s & 4372415.919 & 0.021 \\
