Adelaide & 7548 & 404256 & 75480 & 754800 & 3.351 & 1 & 4509.749 & 4039.060 & 470.689 & 2641.163 & 0.654 & 2647.601 & 3685.740 & 1038.139 & 7133.684 & 1.935 & 408.970784157s & 47.732632ms & 47.733 & 8567.921 \\
Belfast & 1917 & 122693 & 19170 & 191700 & 3.140 & 1 & 3319.852 & 3371.300 & 51.448 & 1661.343 & 0.493 & 5935.627 & 3977.420 & 1958.207 & 5510.847 & 1.386 & 46.927961153s & 13.652952ms & 13.653 & 3437.180 \\
Berlin & 4601 & 1048185 & 46010 & 460100 & 3.277 & 1 & 2925.373 & 3229.940 & 304.567 & 1613.080 & 0.499 & 2267.659 & 1582.060 & 685.599 & 2355.944 & 1.489 & 512.435071055s & 14.721362ms & 14.721 & 34808.668 \\
Bordeaux & 3435 & 236595 & 34350 & 343500 & 3.232 & 1 & 3593.320 & 3392.660 & 200.660 & 2524.840 & 0.744 & 2342.405 & 2485.180 & 142.775 & 5299.111 & 2.132 & 97.212865287s & 19.933691ms & 19.934 & 4876.783 \\
Brisbane & 9645 & 392805 & 96450 & 964500 & 3.388 & 1 & 4895.054 & 5379.060 & 484.006 & 3696.029 & 0.687 & 3242.002 & 2641.800 & 600.202 & 2293.911 & 0.868 & 496.63070867s & 26.831861ms & 26.832 & 18508.912 \\
Canberra & 2764 & 124305 & 27640 & 276400 & 3.198 & 1 & 3154.094 & 2941.240 & 212.854 & 2201.060 & 0.748 & 2518.062 & 2720.320 & 202.258 & 4862.908 & 1.788 & 43.624459429s & 10.959494ms & 10.960 & 3980.487 \\
Detroit & 5683 & 214863 & 56830 & 568300 & 3.309 & 1 & 5731.740 & 5760.880 & 29.140 & 3104.875 & 0.539 & 4311.664 & 4694.120 & 382.456 & 7457.275 & 1.589 & 190.400457614s & 45.786298ms & 45.786 & 4158.443 \\
Dublin & 4571 & 407111 & 45710 & 457100 & 3.276 & 1 & 3178.734 & 2788.860 & 389.874 & 2184.302 & 0.783 & 2143.318 & 2224.360 & 81.042 & 2839.492 & 1.277 & 210.763936894s & 19.222017ms & 19.222 & 10964.648 \\
Grenoble & 1547 & 114492 & 15470 & 154700 & 3.106 & 1 & 2377.902 & 3466.920 & 1089.018 & 3068.784 & 0.885 & 3241.497 & 4947.440 & 1705.943 & 8470.767 & 1.712 & 26.372025047s & 16.49796ms & 16.498 & 1598.494 \\
Helsinki & 6986 & 686417 & 69860 & 698600 & 3.340 & 1 & 3372.619 & 3142.520 & 230.099 & 2191.469 & 0.697 & 2937.547 & 2544.200 & 393.347 & 4072.771 & 1.601 & 536.57296376s & 15.572335ms & 15.572 & 34456.620 \\
Kuopio & 549 & 32122 & 5490 & 54900 & 2.934 & 1 & 1561.357 & 1450.160 & 111.197 & 1058.343 & 0.730 & 1627.485 & 1375.920 & 251.565 & 1273.972 & 0.926 & 2.282226879s & 4.344875ms & 4.345 & 525.258 \\
Lisbon & 7073 & 526169 & 70730 & 707300 & 3.342 & 1 & 1075.165 & 959.680 & 115.485 & 2006.004 & 2.090 & 1640.455 & 1232.020 & 408.435 & 3378.369 & 2.742 & 290.04600608s & 10.15719ms & 10.157 & 28555.503 \\
Luxembourg & 1367 & 186752 & 13670 & 136700 & 3.086 & 1 & 2401.183 & 2330.580 & 70.603 & 992.946 & 0.426 & 1693.977 & 1143.420 & 550.557 & 1086.742 & 0.950 & 14.372287542s & 4.20339ms & 4.203 & 3419.144 \\
Melbourne & 19493 & 1098227 & 194930 & 1949300 & 3.490 & 1 & 8569.033 & 9330.460 & 761.427 & 5526.914 & 0.592 & 3831.942 & 4023.460 & 191.518 & 4038.674 & 1.004 & 2393.302000232s & 33.508405ms & 33.508 & 71423.630 \\
Nantes & 2353 & 196376 & 23530 & 235300 & 3.173 & 1 & 3177.761 & 3634.520 & 456.759 & 2055.724 & 0.566 & 3680.255 & 3792.380 & 112.125 & 5085.561 & 1.341 & 70.623555031s & 43.507952ms & 43.508 & 1623.226 \\
Palermo & 2176 & 226215 & 21760 & 217600 & 3.160 & 1 & 2728.444 & 2959.440 & 230.996 & 1236.812 & 0.418 & 1550.607 & 1473.740 & 76.867 & 609.734 & 0.414 & 38.92083869s & 6.50826ms & 6.508 & 5980.139 \\
Paris & 11950 & 1823872 & 11950 & 1195000 & 3.064 & 1 & 4293.460 & 3577.520 & 715.940 & 3486.883 & 0.975 & 1520.934 & 1065.260 & 455.674 & 1100.370 & 1.033 & 291.062030694s & 6.245778ms & 6.246 & 46600.793 \\
Prague & 5147 & 670421 & 51470 & 514700 & 3.294 & 1 & 3713.296 & 3443.540 & 269.756 & 2785.970 & 0.809 & 4261.713 & 4074.420 & 187.293 & 8480.450 & 2.081 & 497.879843058s & 17.430725ms & 17.431 & 28563.194 \\
Rennes & 1407 & 109075 & 14070 & 140700 & 3.091 & 1 & 2866.403 & 2986.220 & 119.817 & 1646.210 & 0.551 & 1887.561 & 1657.780 & 229.781 & 1946.584 & 1.174 & 11.860031463s & 5.845552ms & 5.846 & 2028.869 \\
Rome & 7869 & 1051211 & 78690 & 786900 & 3.358 & 1 & 3903.972 & 4050.220 & 146.248 & 2434.445 & 0.601 & 2240.449 & 1833.540 & 406.909 & 1462.396 & 0.798 & 1228.828331246s & 13.697281ms & 13.697 & 89712.760 \\
Sydney & 24063 & 1265135 & 240630 & 2406300 & 3.520 & 1 & 6041.169 & 7322.740 & 1281.571 & 4208.819 & 0.575 & 4381.857 & 6715.120 & 2333.263 & 10163.315 & 1.513 & 2905.838443237s & 44.194699ms & 44.195 & 65750.718 \\
Toulouse & 3329 & 224354 & 33290 & 332900 & 3.227 & 1 & 4660.700 & 4662.420 & 1.720 & 2285.281 & 0.490 & 3829.167 & 4483.980 & 654.813 & 6439.539 & 1.436 & 65.247620818s & 15.510452ms & 15.510 & 4206.665 \\
Turku & 1850 & 133512 & 18500 & 185000 & 3.135 & 1 & 1982.008 & 2273.680 & 291.672 & 1465.069 & 0.644 & 1977.662 & 1903.480 & 74.182 & 4714.322 & 2.477 & 15.848438357s & 8.080332ms & 8.080 & 1961.337 \\
Venice & 1874 & 118519 & 18740 & 187400 & 3.137 & 1 & 1897.744 & 2109.020 & 211.276 & 1865.912 & 0.885 & 3334.041 & 3335.360 & 1.319 & 5772.976 & 1.731 & 22.788834579s & 10.967492ms & 10.968 & 2077.837 \\
Winnipeg & 5079 & 333882 & 50790 & 507900 & 3.292 & 1 & 3171.248 & 3328.360 & 157.112 & 1332.171 & 0.400 & 2186.970 & 2132.360 & 54.610 & 3676.623 & 1.724 & 104.158301725s & 11.817024ms & 11.817 & 8814.195 \\
