Adelaide & 7548 & 404256 & 75480 & 754800 & 0.09996272881711708 & 4509.749 & 4509.348 & 0.401 & 80.455 & 0.018 & 0.000 & 0.000 & 0.000 & 0.000 & NaN & 105.829021299s & 149.498135868s & 149498.136 & 0.708 \\
Belfast & 1917 & 122693 & 19170 & 191700 & 0.09366548069623443 & 3319.852 & 3319.393 & 0.460 & 51.785 & 0.016 & 0.000 & 0.000 & 0.000 & 0.000 & NaN & 7.66888471s & 93.896746916s & 93896.747 & 0.082 \\
Berlin & 4601 & 1048185 & 46010 & 460100 & 0.09773508952889944 & 2925.373 & 2925.204 & 0.169 & 40.025 & 0.014 & 0.000 & 0.000 & 0.000 & 0.000 & NaN & 249.130011779s & 52.606393375s & 52606.393 & 4.736 \\
Bordeaux & 3435 & 236595 & 34350 & 343500 & 0.09639570958860766 & 3593.320 & 3454.631 & 138.689 & 0.000 & 0.000 & 0.000 & 0.000 & 0.000 & 0.000 & NaN & 28.704022427s & 10.016101ms & 10.016 & 2865.728 \\
Brisbane & 9645 & 392805 & 96450 & 964500 & 0.10104780244666679 & 4895.054 & 5051.069 & 156.016 & 0.000 & 0.000 & 0.000 & 0.000 & 0.000 & 0.000 & NaN & 135.572587933s & 12.784861ms & 12.785 & 10604.077 \\
Canberra & 2764 & 124305 & 27640 & 276400 & 0.09538748135651133 & 3154.094 & 3059.962 & 94.132 & 0.000 & 0.000 & 0.000 & 0.000 & 0.000 & 0.000 & NaN & 10.350338175s & 6.274351ms & 6.274 & 1649.606 \\
Detroit & 5683 & 214863 & 56830 & 568300 & 0.0986917071258735 & 5731.740 & 5659.417 & 72.323 & 0.000 & 0.000 & 0.000 & 0.000 & 0.000 & 0.000 & NaN & 39.773870166s & 25.853777ms & 25.854 & 1538.412 \\
Dublin & 4571 & 407111 & 45710 & 457100 & 0.0977053106668018 & 3178.734 & 3147.215 & 31.519 & 0.000 & 0.000 & 0.000 & 0.000 & 0.000 & 0.000 & NaN & 66.903994305s & 11.41385ms & 11.414 & 5861.607 \\
Grenoble & 1547 & 114492 & 15470 & 154700 & 0.09264143723438936 & 2377.902 & 2398.317 & 20.415 & 0.000 & 0.000 & 0.000 & 0.000 & 0.000 & 0.000 & NaN & 6.690397747s & 4.795386ms & 4.795 & 1395.149 \\
Helsinki & 6986 & 686417 & 69860 & 698600 & 0.09961781289623102 & 3372.619 & 3373.331 & 0.712 & 0.000 & 0.000 & 0.000 & 0.000 & 0.000 & 0.000 & NaN & 218.751880089s & 12.591371ms & 12.591 & 17373.051 \\
Kuopio & 549 & 32122 & 5490 & 54900 & 0.08752571322495457 & 1561.357 & 1535.977 & 25.380 & 0.000 & 0.000 & 0.000 & 0.000 & 0.000 & 0.000 & NaN & 520.640971ms & 3.012398ms & 3.012 & 172.828 \\
Lisbon & 7073 & 526169 & 70730 & 707300 & 0.09967306472155642 & 1075.165 & 1083.827 & 8.662 & 0.000 & 0.000 & 0.000 & 0.000 & 0.000 & 0.000 & NaN & 162.47630826s & 4.046936ms & 4.047 & 40147.058 \\
Luxembourg & 1367 & 186752 & 13670 & 136700 & 0.09204555062266086 & 2401.183 & 2421.884 & 20.701 & 0.000 & 0.000 & 0.000 & 0.000 & 0.000 & 0.000 & NaN & 7.269786802s & 4.673389ms & 4.673 & 1555.544 \\
