Adelaide & 7548 & 404256 & 75480 & 754800 & 0.09996272881711708 & 4509.749 & 4507.902 & 1.847 & 82.052 & 0.018 & 2647.601 & 2632.812 & 14.789 & 117.796 & 0.045 & 275.419717301s & 54.173080234s & 54173.080 & 5.084 \\
Belfast & 1917 & 122693 & 19170 & 191700 & 0.09366548069623443 & 3319.852 & 3323.217 & 3.364 & 50.279 & 0.015 & 5935.627 & 5914.368 & 21.258 & 251.974 & 0.043 & 35.634083107s & 100.15099462s & 100150.995 & 0.356 \\
Berlin & 4601 & 1048185 & 46010 & 460100 & 0.09773508952889944 & 2925.373 & 2926.659 & 1.286 & 34.356 & 0.012 & 2267.659 & 2257.423 & 10.237 & 179.952 & 0.080 & 365.305908694s & 49.037168085s & 49037.168 & 7.450 \\
Bordeaux & 3435 & 236595 & 34350 & 343500 & 0.09639570958860766 & 3593.320 & 3593.572 & 0.252 & 69.494 & 0.019 & 2342.405 & 2337.398 & 5.007 & 103.314 & 0.044 & 62.940891072s & 52.205147338s & 52205.147 & 1.206 \\
Brisbane & 9645 & 392805 & 96450 & 964500 & 0.10104780244666679 & 4895.054 & 4889.044 & 6.010 & 99.420 & 0.020 & 3242.002 & 3235.813 & 6.190 & 112.599 & 0.035 & 333.370013515s & 62.754926027s & 62754.926 & 5.312 \\
Canberra & 2764 & 124305 & 27640 & 276400 & 0.09538748135651133 & 3154.094 & 3154.119 & 0.025 & 62.174 & 0.020 & 2518.062 & 2512.589 & 5.473 & 138.427 & 0.055 & 28.589761567s & 38.401986452s & 38401.987 & 0.744 \\
Detroit & 5683 & 214863 & 56830 & 568300 & 0.0986917071258735 & 5731.740 & 5745.423 & 13.683 & 87.650 & 0.015 & 4311.664 & 4300.935 & 10.729 & 203.722 & 0.047 & 116.619637551s & 95.328393334s & 95328.393 & 1.223 \\
Dublin & 4571 & 407111 & 45710 & 457100 & 0.0977053106668018 & 3178.734 & 3179.222 & 0.488 & 68.772 & 0.022 & 2143.318 & 2143.040 & 0.279 & 124.835 & 0.058 & 137.567616386s & 41.945092509s & 41945.093 & 3.280 \\
Grenoble & 1547 & 114492 & 15470 & 154700 & 0.09264143723438936 & 2377.902 & 2390.128 & 12.226 & 85.249 & 0.036 & 3241.497 & 3249.343 & 7.846 & 187.783 & 0.058 & 19.529616202s & 55.141603797s & 55141.604 & 0.354 \\
Helsinki & 6986 & 686417 & 69860 & 698600 & 0.09961781289623102 & 3372.619 & 3376.301 & 3.682 & 63.517 & 0.019 & 2937.547 & 2911.747 & 25.800 & 156.699 & 0.054 & 384.30061066s & 57.391812162s & 57391.812 & 6.696 \\
